passaporte_num,sobrenome,nome,data_nasc,sexo,naturalidade,filiacao1,filiacao2,autoridade,data_expedicao,valido_ate,mrz_linha1,mrz_linha2,rg,nome_assinatura
KH591607,CARVALHO,GAEL,05/05/1978,M,COSTELA/AM,DR. VITOR MARQUES,JULIA GARCIA,SR/PF/AM,18/06/2023,15/06/2033,P<USACARVALHO<<GAEL<<<<<<<<<<<<<<<<<<<<<<<<<,KH591607<7USA7805058M330615<<<<<<<<<<<<<<<<<,487326106,Gael Carvalho
GJ226064,CASA GRANDE,MATHEUS,02/04/2002,M,MACEDO/PI,AMANDA FARIAS,SRTA. LIVIA NASCIMENTO,SR/PF/PI,26/06/2024,24/06/2034,P<USACASA<GRANDE<<MATHEUS<<<<<<<<<<<<<<<<<<<,GJ226064<7USA0204028M340624<<<<<<<<<<<<<<<<<,786104351,Matheus Casa Grande
RS640079,DA MATA,ASAFE,24/08/1989,M,GUERRA VERDE/CE,PAULO PIRES,BRYAN PINTO,SR/PF/CE,19/02/2024,16/02/2034,P<USADA<MATA<<ASAFE<<<<<<<<<<<<<<<<<<<<<<<<<,RS640079<7USA8908248M340216<<<<<<<<<<<<<<<<<,367018421,Asafe Da Mata
UO207400,PIMENTA,LUIZ FERNANDO,31/07/2006,M,BORGES/PI,SARA DA MOTA,ANA VITORIA DA COSTA,SR/PF/PI,09/06/2025,07/06/2035,P<USAPIMENTA<<LUIZ<FERNANDO<<<<<<<<<<<<<<<<<,UO207400<7USA0607318M350607<<<<<<<<<<<<<<<<<,715682404,Luiz Fernando Pimenta
HU359379,CAMARA,BENICIO,20/02/1969,M,NOGUEIRA/RR,ISAQUE TEIXEIRA,SRTA. MARIA JULIA COSTA,SR/PF/RR,03/07/2023,30/06/2033,P<USACAMARA<<BENICIO<<<<<<<<<<<<<<<<<<<<<<<<,HU359379<7USA6902208M330630<<<<<<<<<<<<<<<<<,257301641,Benicio Camara
EM068132,FONSECA,ARTHUR GABRIEL,21/09/2004,M,ROCHA DE SIQUEIRA/ES,DR. BENJAMIM CAVALCANTI,ANDRE DAS NEVES,SR/PF/ES,23/11/2024,21/11/2034,P<USAFONSECA<<ARTHUR<GABRIEL<<<<<<<<<<<<<<<<,EM068132<7USA0409218M341121<<<<<<<<<<<<<<<<<,075841265,Arthur Gabriel Fonseca
NY858893,MONTEIRO,VITOR,16/02/2001,M,BARBOSA/MS,RAUL GOMES,NATHAN NUNES,SR/PF/MS,23/12/2020,21/12/2030,P<USAMONTEIRO<<VITOR<<<<<<<<<<<<<<<<<<<<<<<<,NY858893<7USA0102168M301221<<<<<<<<<<<<<<<<<,867052417,Vitor Monteiro
BP253049,GARCIA,SOPHIE,06/11/1959,F,CUNHA DE DA MATA/PB,ASAFE DA MATA,SR. RAVI CALDEIRA,SR/PF/PB,15/11/2023,12/11/2033,P<USAGARCIA<<SOPHIE<<<<<<<<<<<<<<<<<<<<<<<<<,BP253049<7USA5911068F331112<<<<<<<<<<<<<<<<<,063457817,Sophie Garcia
HS267705,CAMPOS,PIETRO,08/10/1982,M,FOGACA DA PRATA/MA,ARTHUR BRITO,SRA. SARA BRITO,SR/PF/MA,23/04/2023,20/04/2033,P<USACAMPOS<<PIETRO<<<<<<<<<<<<<<<<<<<<<<<<<,HS267705<7USA8210088M330420<<<<<<<<<<<<<<<<<,630857428,Pietro Campos
EP191674,PIMENTA,ANA LAURA,03/04/1992,F,MACEDO DO AMPARO/PB,MIRELLA RIBEIRO,AYLA MOREIRA,SR/PF/PB,08/01/2023,05/01/2033,P<USAPIMENTA<<ANA<LAURA<<<<<<<<<<<<<<<<<<<<<,EP191674<7USA9204038F330105<<<<<<<<<<<<<<<<<,538162703,Ana Laura Pimenta
OL438933,PACHECO,STELLA,14/04/1985,F,DA CONCEICAO DO CAMPO/AC,GABRIELA DA ROCHA,BRENO BRITO,SR/PF/AC,06/08/2023,03/08/2033,P<USAPACHECO<<STELLA<<<<<<<<<<<<<<<<<<<<<<<<,OL438933<7USA8504148F330803<<<<<<<<<<<<<<<<<,853064271,Stella Pacheco
VV434820,DA COSTA,ANA LAURA,03/08/2007,F,CIRINO/TO,OTTO DAS NEVES,GABRIELA PINTO,SR/PF/TO,19/02/2024,16/02/2034,P<USADA<COSTA<<ANA<LAURA<<<<<<<<<<<<<<<<<<<<,VV434820<7USA0708038F340216<<<<<<<<<<<<<<<<<,172835069,Ana Laura Da Costa
FC819339,MORAES,ELISA,16/05/1977,F,APARECIDA/TO,VALENTIM DA CRUZ,EMILLY SANTOS,SR/PF/TO,24/07/2025,22/07/2035,P<USAMORAES<<ELISA<<<<<<<<<<<<<<<<<<<<<<<<<<,FC819339<7USA7705168F350722<<<<<<<<<<<<<<<<<,854607316,Elisa Moraes
SV549000,PEREIRA,PEDRO HENRIQUE,22/10/1951,M,DA CUNHA/RR,SRTA. MARIA JULIA RIOS,GUSTAVO HENRIQUE SIQUEIRA,SR/PF/RR,22/01/2025,20/01/2035,P<USAPEREIRA<<PEDRO<HENRIQUE<<<<<<<<<<<<<<<<,SV549000<7USA5110228M350120<<<<<<<<<<<<<<<<<,562738101,Pedro Henrique Pereira
SW006688,VASCONCELOS,ARTHUR,19/03/1957,M,GONCALVES/SP,HENRY VIANA,SOPHIA MOURA,SR/PF/SP,22/03/2023,19/03/2033,P<USAVASCONCELOS<<ARTHUR<<<<<<<<<<<<<<<<<<<<,SW006688<7USA5703198M330319<<<<<<<<<<<<<<<<<,367051485,Arthur Vasconcelos
NZ195013,PIMENTA,ELOAH,13/04/2000,F,DA ROCHA DA PRAIA/MA,LUNNA MACEDO,ELOAH GARCIA,SR/PF/MA,18/11/2022,15/11/2032,P<USAPIMENTA<<ELOAH<<<<<<<<<<<<<<<<<<<<<<<<<,NZ195013<7USA0004138F321115<<<<<<<<<<<<<<<<<,134702566,Eloah Pimenta
MS408370,PORTO,ANA LAURA,26/02/2005,F,VIANA VERDE/BA,ISAAC NOGUEIRA,RAVY NUNES,SR/PF/BA,22/12/2022,19/12/2032,P<USAPORTO<<ANA<LAURA<<<<<<<<<<<<<<<<<<<<<<<,MS408370<7USA0502268F321219<<<<<<<<<<<<<<<<<,741683027,Ana Laura Porto
LH119226,DAS NEVES,DANILO,07/10/2001,M,RAMOS/RR,VITORIA VIEIRA,LEONARDO DUARTE,SR/PF/RR,22/05/2021,20/05/2031,P<USADAS<NEVES<<DANILO<<<<<<<<<<<<<<<<<<<<<<,LH119226<7USA0110078M310520<<<<<<<<<<<<<<<<<,23584701X,Danilo Das Neves
XK243656,DA CONCEICAO,SOPHIE,23/08/1980,F,DA CRUZ DE ANDRADE/SC,EVELYN RAMOS,SR. BENTO MACHADO,SR/PF/SC,26/04/2025,24/04/2035,P<USADA<CONCEICAO<<SOPHIE<<<<<<<<<<<<<<<<<<<,XK243656<7USA8008238F350424<<<<<<<<<<<<<<<<<,612537808,Sophie Da Conceicao
LH752855,OLIVEIRA,MELISSA,26/08/1957,F,MARQUES DO NORTE/AM,LARISSA LIMA,MIGUEL NASCIMENTO,SR/PF/AM,19/10/2024,17/10/2034,P<USAOLIVEIRA<<MELISSA<<<<<<<<<<<<<<<<<<<<<<,LH752855<7USA5708268F341017<<<<<<<<<<<<<<<<<,184567208,Melissa Oliveira
DZ159082,DA PAZ,THEO,05/10/1953,M,MONTEIRO/MA,PEDRO HENRIQUE DA CONCEICAO,ISABELLY ANDRADE,SR/PF/MA,29/06/2023,26/06/2033,P<USADA<PAZ<<THEO<<<<<<<<<<<<<<<<<<<<<<<<<<<,DZ159082<7USA5310058M330626<<<<<<<<<<<<<<<<<,674328516,Theo Da Paz
KN042277,FERNANDES,MATHIAS,13/04/1984,M,BRITO ALEGRE/PE,RODRIGO MOURA,RAFAELA ANDRADE,SR/PF/PE,04/01/2023,01/01/2033,P<USAFERNANDES<<MATHIAS<<<<<<<<<<<<<<<<<<<<<,KN042277<7USA8404138M330101<<<<<<<<<<<<<<<<<,173082452,Mathias Fernandes
EQ597056,DIAS,LARA,27/04/1974,F,MELO DAS FLORES/AL,DR. JOAO PEDRO LOPES,GUILHERME MARQUES,SR/PF/AL,06/01/2021,04/01/2031,P<USADIAS<<LARA<<<<<<<<<<<<<<<<<<<<<<<<<<<<<,EQ597056<7USA7404278F310104<<<<<<<<<<<<<<<<<,542763813,Lara Dias
OU174183,FERNANDES,MARCOS VINICIUS,28/07/1969,M,ROCHA/BA,ISABELLY SILVEIRA,BENJAMIN AZEVEDO,SR/PF/BA,28/09/2025,26/09/2035,P<USAFERNANDES<<MARCOS<VINICIUS<<<<<<<<<<<<<,OU174183<7USA6907288M350926<<<<<<<<<<<<<<<<<,875364123,Marcos Vinicius Fernandes
RV998434,RIBEIRO,NOAH,14/04/1958,M,DA ROSA ALEGRE/MA,THEO DA CONCEICAO,RAEL FONSECA,SR/PF/MA,07/04/2022,04/04/2032,P<USARIBEIRO<<NOAH<<<<<<<<<<<<<<<<<<<<<<<<<<,RV998434<7USA5804148M320404<<<<<<<<<<<<<<<<<,150486376,Noah Ribeiro
HJ492685,APARECIDA,ASAFE,24/05/1952,M,DA CONCEICAO DO SUL/AL,ISABELLY DA CUNHA,AURORA DA ROSA,SR/PF/AL,27/12/2022,24/12/2032,P<USAAPARECIDA<<ASAFE<<<<<<<<<<<<<<<<<<<<<<<,HJ492685<7USA5205248M321224<<<<<<<<<<<<<<<<<,473086517,Asafe Aparecida
DH919368,COSTELA,MANUELLA,15/03/1966,F,BRITO/MA,LAVINIA REZENDE,NICOLAS VIEIRA,SR/PF/MA,15/05/2024,13/05/2034,P<USACOSTELA<<MANUELLA<<<<<<<<<<<<<<<<<<<<<<,DH919368<7USA6603158F340513<<<<<<<<<<<<<<<<<,175438201,Manuella Costela
BY741635,MARQUES,EVELYN,02/12/1985,F,DA LUZ DE LIMA/AL,SR. ERICK FERNANDES,MARIA LUISA MONTEIRO,SR/PF/AL,12/06/2025,10/06/2035,P<USAMARQUES<<EVELYN<<<<<<<<<<<<<<<<<<<<<<<<,BY741635<7USA8512028F350610<<<<<<<<<<<<<<<<<,641730287,Evelyn Marques
PT091221,DA COSTA,CAROLINE,14/12/1995,F,SA/DF,ISABELLY GUERRA,EMANUELLA COSTA,SR/PF/DF,24/08/2021,22/08/2031,P<USADA<COSTA<<CAROLINE<<<<<<<<<<<<<<<<<<<<<,PT091221<7USA9512148F310822<<<<<<<<<<<<<<<<<,827510433,Caroline Da Costa
SE803462,DA MOTA,GABRIELA,02/08/1961,F,NOVAES/SE,YAGO ARAGAO,GUSTAVO SIQUEIRA,SR/PF/SE,04/10/2023,01/10/2033,P<USADA<MOTA<<GABRIELA<<<<<<<<<<<<<<<<<<<<<<,SE803462<7USA6108028F331001<<<<<<<<<<<<<<<<<,710532647,Gabriela Da Mota
IM269020,DA MATA,JOSUE,04/11/1962,M,CIRINO DA MATA/PR,SARAH TEIXEIRA,PEDRO MIGUEL PEIXOTO,SR/PF/PR,09/03/2021,07/03/2031,P<USADA<MATA<<JOSUE<<<<<<<<<<<<<<<<<<<<<<<<<,IM269020<7USA6211048M310307<<<<<<<<<<<<<<<<<,021476585,Josue Da Mata
XY762333,SILVEIRA,CALEB,13/04/1956,M,ALVES/DF,ISABEL FREITAS,DR. VINICIUS CARDOSO,SR/PF/DF,15/03/2022,12/03/2032,P<USASILVEIRA<<CALEB<<<<<<<<<<<<<<<<<<<<<<<<,XY762333<7USA5604138M320312<<<<<<<<<<<<<<<<<,857046123,Caleb Silveira
XY730717,RIBEIRO,LARA,21/01/1970,F,FERREIRA/PA,CECILIA MELO,MIGUEL MENDONCA,SR/PF/PA,18/06/2023,15/06/2033,P<USARIBEIRO<<LARA<<<<<<<<<<<<<<<<<<<<<<<<<<,XY730717<7USA7001218F330615<<<<<<<<<<<<<<<<<,418530671,Lara Ribeiro
AL827481,ROCHA,MANUELA,22/09/1991,F,PORTO/AM,SR. ERICK DA CONCEICAO,LIZ MARTINS,SR/PF/AM,06/12/2025,04/12/2035,P<USAROCHA<<MANUELA<<<<<<<<<<<<<<<<<<<<<<<<<,AL827481<7USA9109228F351204<<<<<<<<<<<<<<<<<,845321705,Manuela Rocha
PB010532,BARROS,DANIEL,19/06/1975,M,OLIVEIRA DA PRATA/MT,DR. LEVI GUERRA,DIEGO RIOS,SR/PF/MT,10/05/2023,07/05/2033,P<USABARROS<<DANIEL<<<<<<<<<<<<<<<<<<<<<<<<<,PB010532<7USA7506198M330507<<<<<<<<<<<<<<<<<,730158627,Daniel Barros
HE494152,BORGES,MARIA HELENA,06/06/1981,F,CAMPOS/MT,ZOE SAMPAIO,GUSTAVO MONTEIRO,SR/PF/MT,07/09/2024,05/09/2034,P<USABORGES<<MARIA<HELENA<<<<<<<<<<<<<<<<<<<,HE494152<7USA8106068F340905<<<<<<<<<<<<<<<<<,456287103,Maria Helena Borges
CE343522,AZEVEDO,PEDRO,09/02/1997,M,CALDEIRA ALEGRE/RN,SR. IGOR BARROS,DR. LUCCA ALVES,SR/PF/RN,10/11/2024,08/11/2034,P<USAAZEVEDO<<PEDRO<<<<<<<<<<<<<<<<<<<<<<<<<,CE343522<7USA9702098M341108<<<<<<<<<<<<<<<<<,256108377,Pedro Azevedo
BV615678,CASA GRANDE,BRUNO,08/04/1982,M,NOGUEIRA DA MATA/RR,MELISSA CIRINO,DR. RAUL DIAS,SR/PF/RR,28/02/2023,25/02/2033,P<USACASA<GRANDE<<BRUNO<<<<<<<<<<<<<<<<<<<<<,BV615678<7USA8204088M330225<<<<<<<<<<<<<<<<<,073214656,Bruno Casa Grande
PW250950,PEIXOTO,THIAGO,28/02/1990,M,CASSIANO/RJ,FERNANDA CARVALHO,PEDRO DA CONCEICAO,SR/PF/RJ,19/01/2025,17/01/2035,P<USAPEIXOTO<<THIAGO<<<<<<<<<<<<<<<<<<<<<<<<,PW250950<7USA9002288M350117<<<<<<<<<<<<<<<<<,487502164,Thiago Peixoto
PV600032,PINTO,ISABELLY,18/03/2004,F,PEIXOTO/PI,BENICIO VASCONCELOS,LUIZ GUSTAVO FONSECA,SR/PF/PI,04/03/2024,02/03/2034,P<USAPINTO<<ISABELLY<<<<<<<<<<<<<<<<<<<<<<<<,PV600032<7USA0403188F340302<<<<<<<<<<<<<<<<<,184325705,Isabelly Pinto
PP641464,PACHECO,LUISA,21/12/2004,F,DAS NEVES DA MATA/CE,BIANCA RIOS,EDUARDO VIEIRA,SR/PF/CE,19/01/2021,17/01/2031,P<USAPACHECO<<LUISA<<<<<<<<<<<<<<<<<<<<<<<<<,PP641464<7USA0412218F310117<<<<<<<<<<<<<<<<<,483721050,Luisa Pacheco
ZU400258,GUERRA,JOSE,13/07/1989,M,DIAS DE CIRINO/DF,SOPHIA FOGACA,KAIQUE SILVEIRA,SR/PF/DF,23/12/2020,21/12/2030,P<USAGUERRA<<JOSE<<<<<<<<<<<<<<<<<<<<<<<<<<<,ZU400258<7USA8907138M301221<<<<<<<<<<<<<<<<<,826517043,Jose Guerra
SE122087,CORREIA,JOAO PEDRO,10/12/2000,M,CAVALCANTI/RO,JOSE MIGUEL MENDES,ANA LIZ RIBEIRO,SR/PF/RO,19/05/2025,17/05/2035,P<USACORREIA<<JOAO<PEDRO<<<<<<<<<<<<<<<<<<<<,SE122087<7USA0012108M350517<<<<<<<<<<<<<<<<<,035724614,Joao Pedro Correia
ON581445,DA ROCHA,VALENTIM,20/12/1966,M,MENDES DO SUL/RN,SR. DAVI LUCAS BORGES,SOPHIA DUARTE,SR/PF/RN,28/02/2025,26/02/2035,P<USADA<ROCHA<<VALENTIM<<<<<<<<<<<<<<<<<<<<<,ON581445<7USA6612208M350226<<<<<<<<<<<<<<<<<,510283469,Valentim Da Rocha
BW392145,MORAES,ISABELA,13/09/1964,F,DUARTE DO CAMPO/RO,EMANUEL BRITO,LEANDRO ANDRADE,SR/PF/RO,24/02/2022,22/02/2032,P<USAMORAES<<ISABELA<<<<<<<<<<<<<<<<<<<<<<<<,BW392145<7USA6409138F320222<<<<<<<<<<<<<<<<<,410683255,Isabela Moraes
AA880338,BRITO,ESTHER,21/02/1983,F,MARQUES/MT,GUILHERME DA ROSA,RAQUEL DA CONCEICAO,SR/PF/MT,05/05/2025,03/05/2035,P<USABRITO<<ESTHER<<<<<<<<<<<<<<<<<<<<<<<<<<,AA880338<7USA8302218F350503<<<<<<<<<<<<<<<<<,258630711,Esther Brito
AB236975,MELO,ARTHUR,30/04/2004,M,MONTENEGRO DO GALHO/AM,JOAO PEDRO SILVA,BRENO NOVAES,SR/PF/AM,09/04/2024,07/04/2034,P<USAMELO<<ARTHUR<<<<<<<<<<<<<<<<<<<<<<<<<<<,AB236975<7USA0404308M340407<<<<<<<<<<<<<<<<<,265483712,Arthur Melo
ZX938762,BARROS,ANTONIO,09/09/1983,M,MONTEIRO DO CAMPO/SP,ANA CECILIA CAVALCANTE,MARIA VITORIA FREITAS,SR/PF/SP,30/07/2022,27/07/2032,P<USABARROS<<ANTONIO<<<<<<<<<<<<<<<<<<<<<<<<,ZX938762<7USA8309098M320727<<<<<<<<<<<<<<<<<,67182403X,Antonio Barros
UK018709,CAVALCANTI,MARIA LUISA,26/07/1997,F,MACEDO/RS,JOAO FELIPE PACHECO,BARBARA ARAGAO,SR/PF/RS,11/11/2022,08/11/2032,P<USACAVALCANTI<<MARIA<LUISA<<<<<<<<<<<<<<<<,UK018709<7USA9707268F321108<<<<<<<<<<<<<<<<<,426580370,Maria Luisa Cavalcanti
UH210771,MENDES,ANA CAROLINA,04/07/1962,F,PIMENTA DE GOIAS/GO,LEANDRO CAMARA,DANTE SALES,SR/PF/GO,27/04/2025,25/04/2035,P<USAMENDES<<ANA<CAROLINA<<<<<<<<<<<<<<<<<<<,UH210771<7USA6207048F350425<<<<<<<<<<<<<<<<<,286571043,Ana Carolina Mendes
SS862564,ARAGAO,JOAO GABRIEL,05/08/1979,M,ARAUJO DO CAMPO/MS,THEO OLIVEIRA,NOAH DA MOTA,SR/PF/MS,01/09/2025,30/08/2035,P<USAARAGAO<<JOAO<GABRIEL<<<<<<<<<<<<<<<<<<<,SS862564<7USA7908058M350830<<<<<<<<<<<<<<<<<,508126733,Joao Gabriel Aragao
OZ606901,ARAGAO,BERNARDO,09/06/2001,M,PIMENTA/DF,YASMIN DA ROSA,HELENA FERREIRA,SR/PF/DF,03/12/2024,01/12/2034,P<USAARAGAO<<BERNARDO<<<<<<<<<<<<<<<<<<<<<<<,OZ606901<7USA0106098M341201<<<<<<<<<<<<<<<<<,180472367,Bernardo Aragao
BA505324,PIMENTA,JOSE,30/03/1951,M,DA ROSA/PB,LUIZ MIGUEL PINTO,ARTHUR GABRIEL BARBOSA,SR/PF/PB,01/09/2021,30/08/2031,P<USAPIMENTA<<JOSE<<<<<<<<<<<<<<<<<<<<<<<<<<,BA505324<7USA5103308M310830<<<<<<<<<<<<<<<<<,124350781,Jose Pimenta
KO190946,ALBUQUERQUE,BRENDA,10/07/1992,F,SIQUEIRA/AC,LUCAS DIAS,ANA VITORIA CARDOSO,SR/PF/AC,06/04/2023,03/04/2033,P<USAALBUQUERQUE<<BRENDA<<<<<<<<<<<<<<<<<<<<,KO190946<7USA9207108F330403<<<<<<<<<<<<<<<<<,621805749,Brenda Albuquerque
OO178064,PACHECO,SOFIA,21/03/1969,F,DIAS/AC,SOPHIA DA CUNHA,DR. PEDRO HENRIQUE DA MATA,SR/PF/AC,30/09/2023,27/09/2033,P<USAPACHECO<<SOFIA<<<<<<<<<<<<<<<<<<<<<<<<<,OO178064<7USA6903218F330927<<<<<<<<<<<<<<<<<,057642187,Sofia Pacheco
KT734640,CAVALCANTI,THEO,19/05/1976,M,FOGACA/AP,MARIA VITORIA PEREIRA,JOAO LUCAS DUARTE,SR/PF/AP,21/04/2021,19/04/2031,P<USACAVALCANTI<<THEO<<<<<<<<<<<<<<<<<<<<<<<,KT734640<7USA7605198M310419<<<<<<<<<<<<<<<<<,584713265,Theo Cavalcanti
MP044076,ABREU,ANTONELLA,26/01/1959,F,MORAES DO CAMPO/SP,LUANA DA CUNHA,JOSE MIGUEL FONSECA,SR/PF/SP,30/10/2022,27/10/2032,P<USAABREU<<ANTONELLA<<<<<<<<<<<<<<<<<<<<<<<,MP044076<7USA5901268F321027<<<<<<<<<<<<<<<<<,420763181,Antonella Abreu
HI219282,CAMARA,ISABELLA,20/08/1966,F,DA MOTA VERDE/GO,JULIA BARBOSA,CECILIA PINTO,SR/PF/GO,30/05/2024,28/05/2034,P<USACAMARA<<ISABELLA<<<<<<<<<<<<<<<<<<<<<<<,HI219282<7USA6608208F340528<<<<<<<<<<<<<<<<<,056834123,Isabella Camara
WM434207,MONTEIRO,JULIA,24/08/1984,F,DA ROSA DA SERRA/GO,DR. CALEBE MOURA,SRA. MARIA JULIA CAMARGO,SR/PF/GO,14/11/2023,11/11/2033,P<USAMONTEIRO<<JULIA<<<<<<<<<<<<<<<<<<<<<<<<,WM434207<7USA8408248F331111<<<<<<<<<<<<<<<<<,531720640,Julia Monteiro
ID081873,SAMPAIO,ISIS,16/02/1976,F,FARIAS DA MATA/PA,AMANDA DA CUNHA,SRTA. ALICIA SALES,SR/PF/PA,25/02/2021,23/02/2031,P<USASAMPAIO<<ISIS<<<<<<<<<<<<<<<<<<<<<<<<<<,ID081873<7USA7602168F310223<<<<<<<<<<<<<<<<<,321875400,Isis Sampaio
HK959518,DA CUNHA,MARIA ISIS,27/02/1961,F,BARBOSA/ES,DANIEL MORAES,ANTONY DAS NEVES,SR/PF/ES,28/10/2024,26/10/2034,P<USADA<CUNHA<<MARIA<ISIS<<<<<<<<<<<<<<<<<<<,HK959518<7USA6102278F341026<<<<<<<<<<<<<<<<<,247813564,Maria Isis Da Cunha
TR406382,CASA GRANDE,OTAVIO,08/02/1950,M,BORGES DE SOUZA/AP,DR. NATHAN MARQUES,SR. DAVI LUCAS SOUZA,SR/PF/AP,12/03/2025,10/03/2035,P<USACASA<GRANDE<<OTAVIO<<<<<<<<<<<<<<<<<<<<,TR406382<7USA5002088M350310<<<<<<<<<<<<<<<<<,240783165,Otavio Casa Grande
SL682081,DUARTE,HADASSA,08/09/1966,F,ARAUJO DE GOIAS/RN,MARIAH VIEIRA,JADE OLIVEIRA,SR/PF/RN,09/12/2023,06/12/2033,P<USADUARTE<<HADASSA<<<<<<<<<<<<<<<<<<<<<<<<,SL682081<7USA6609088F331206<<<<<<<<<<<<<<<<<,481365072,Hadassa Duarte
NB753754,BRITO,THIAGO,22/11/2005,M,TEIXEIRA DO OESTE/RR,SR. JOSUE RIOS,DAVI LUIZ ROCHA,SR/PF/RR,28/04/2021,26/04/2031,P<USABRITO<<THIAGO<<<<<<<<<<<<<<<<<<<<<<<<<<,NB753754<7USA0511228M310426<<<<<<<<<<<<<<<<<,60358472X,Thiago Brito
QT434233,DA CRUZ,LUIZ HENRIQUE,22/02/1982,M,GOMES/SC,RAFAEL SILVEIRA,DR. BERNARDO RAMOS,SR/PF/SC,04/04/2024,02/04/2034,P<USADA<CRUZ<<LUIZ<HENRIQUE<<<<<<<<<<<<<<<<<,QT434233<7USA8202228M340402<<<<<<<<<<<<<<<<<,128457065,Luiz Henrique Da Cruz
QD575877,GOMES,NICOLE,17/03/1971,F,CAMARGO/RN,EMILLY PIRES,JOAO MIGUEL PINTO,SR/PF/RN,30/01/2022,28/01/2032,P<USAGOMES<<NICOLE<<<<<<<<<<<<<<<<<<<<<<<<<<,QD575877<7USA7103178F320128<<<<<<<<<<<<<<<<<,056871235,Nicole Gomes
SZ242609,PIRES,HELOISA,20/05/2004,F,GARCIA DE DA LUZ/TO,LUCCA LEAO,YAGO MELO,SR/PF/TO,20/09/2022,17/09/2032,P<USAPIRES<<HELOISA<<<<<<<<<<<<<<<<<<<<<<<<<,SZ242609<7USA0405208F320917<<<<<<<<<<<<<<<<<,104528369,Heloisa Pires
MT987182,SANTOS,MELINA,10/07/2006,F,VASCONCELOS/SP,JOAO MIGUEL DA ROSA,LARISSA BRITO,SR/PF/SP,03/03/2021,01/03/2031,P<USASANTOS<<MELINA<<<<<<<<<<<<<<<<<<<<<<<<<,MT987182<7USA0607108F310301<<<<<<<<<<<<<<<<<,436172501,Melina Santos
AX195207,MORAES,ANDRE,02/12/1974,M,FREITAS DA MATA/MS,EDUARDO ALVES,ISADORA RAMOS,SR/PF/MS,31/05/2024,29/05/2034,P<USAMORAES<<ANDRE<<<<<<<<<<<<<<<<<<<<<<<<<<,AX195207<7USA7412028M340529<<<<<<<<<<<<<<<<<,038426717,Andre Moraes
RY441193,DA CONCEICAO,DANILO,12/08/1992,M,PASTOR/MA,MILENA VIEIRA,APOLLO NOVAIS,SR/PF/MA,14/05/2021,12/05/2031,P<USADA<CONCEICAO<<DANILO<<<<<<<<<<<<<<<<<<<,RY441193<7USA9208128M310512<<<<<<<<<<<<<<<<<,063254785,Danilo Da Conceicao
ZO440156,PIRES,STEPHANY,22/11/1998,F,CARVALHO DAS FLORES/MS,JOAO LUCAS NUNES,DRA. BEATRIZ PINTO,SR/PF/MS,17/08/2025,15/08/2035,P<USAPIRES<<STEPHANY<<<<<<<<<<<<<<<<<<<<<<<<,ZO440156<7USA9811228F350815<<<<<<<<<<<<<<<<<,715308245,Stephany Pires
DP572178,ALMEIDA,ALANA,07/06/1973,F,CAVALCANTE/DF,LUIZ GUSTAVO NOVAIS,JOAQUIM PEREIRA,SR/PF/DF,24/08/2025,22/08/2035,P<USAALMEIDA<<ALANA<<<<<<<<<<<<<<<<<<<<<<<<<,DP572178<7USA7306078F350822<<<<<<<<<<<<<<<<<,602743151,Alana Almeida
SR605770,DA PAZ,CALEBE,08/04/1956,M,PACHECO DE RIBEIRO/MA,ISIS NOVAIS,CALEBE MENDONCA,SR/PF/MA,11/02/2022,09/02/2032,P<USADA<PAZ<<CALEBE<<<<<<<<<<<<<<<<<<<<<<<<<,SR605770<7USA5604088M320209<<<<<<<<<<<<<<<<<,386154077,Calebe Da Paz
UT049755,PORTO,ISADORA,17/07/2002,F,CAVALCANTE DE CALDEIRA/TO,GABRIELLY DA ROSA,LUIZ GUSTAVO SANTOS,SR/PF/TO,09/10/2024,07/10/2034,P<USAPORTO<<ISADORA<<<<<<<<<<<<<<<<<<<<<<<<<,UT049755<7USA0207178F341007<<<<<<<<<<<<<<<<<,135628076,Isadora Porto
IJ650447,LOPES,GIOVANNA,12/04/1955,F,DA MATA DA PRAIA/GO,LUISA SA,GUSTAVO HENRIQUE NASCIMENTO,SR/PF/GO,03/08/2024,01/08/2034,P<USALOPES<<GIOVANNA<<<<<<<<<<<<<<<<<<<<<<<<,IJ650447<7USA5504128F340801<<<<<<<<<<<<<<<<<,813462071,Giovanna Lopes
XX945307,CALDEIRA,MELINA,11/04/2002,F,DAS NEVES DAS FLORES/PI,KAMILLY PASTOR,YAN AZEVEDO,SR/PF/PI,16/10/2025,14/10/2035,P<USACALDEIRA<<MELINA<<<<<<<<<<<<<<<<<<<<<<<,XX945307<7USA0204118F351014<<<<<<<<<<<<<<<<<,451376286,Melina Caldeira
HU185659,ARAUJO,VICENTE,28/05/1992,M,GARCIA DE DA MATA/PA,CARLOS EDUARDO MELO,DAVI LUCAS SALES,SR/PF/PA,17/09/2023,14/09/2033,P<USAARAUJO<<VICENTE<<<<<<<<<<<<<<<<<<<<<<<<,HU185659<7USA9205288M330914<<<<<<<<<<<<<<<<<,503786214,Vicente Araujo
QP679256,LEAO,LARISSA,11/01/1987,F,PEIXOTO DE ALBUQUERQUE/PB,DRA. EDUARDA DA CUNHA,LUAN CUNHA,SR/PF/PB,25/10/2025,23/10/2035,P<USALEAO<<LARISSA<<<<<<<<<<<<<<<<<<<<<<<<<<,QP679256<7USA8701118F351023<<<<<<<<<<<<<<<<<,823604159,Larissa Leao
